course,lo,level,justification,complexity,cognitive_category,department
Data Analytics-I,"CO-2: perform the task of data summarization, pattern mining, classification and clustering based on the requirement",Apply,"The verb 'perform' suggests using learned procedures to complete a task, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Computer Science & Engineering
Data Analytics-I,"CO-3: prescribe a single or a combination of data summarization, pattern mining, classification and clustering approaches for the problem scenario of a business/organization",Evaluate,"The verb 'prescribe' implies making a judgment or recommendation based on criteria, fitting the 'Evaluate' level.",5,Higher-Order Thinking,Computer Science & Engineering
Data Analytics-I,CO-4: construct the improved data analytics methods for existing services,Create,The verb 'construct' indicates generating something new – improved methods – aligning with the 'Create' level.,6,Higher-Order Thinking,Computer Science & Engineering
Data Analytics-I,CO-5: formulate new data mining problems for creating new services and design thecorresponding solutions,Create,"The verbs 'formulate' and 'design' both involve generating new ideas and solutions, which is characteristic of the 'Create' level.",6,Higher-Order Thinking,Computer Science & Engineering
Data and Applications [Half],CO-1: State data requirements for an application,Remember,"The verb 'state' implies recalling information about data requirements, fitting the 'Remember' level of Bloom's Taxonomy.",1,Lower-Order Thinking,Computer Science & Engineering
Data and Applications [Half],"CO-2: Develop a conceptual model (such as, Entity Relationship Model and Diagram) for a set of data requirements",Apply,"The verb 'develop' suggests using knowledge to create something new – a conceptual model – based on given data requirements, aligning with the 'Apply' level.",3,Higher-Order Thinking,Computer Science & Engineering
Data and Applications [Half],"CO-3: Comprehend relational data model and integrity constraints, and relational database design with normalization",Understand,"The verb 'comprehend' directly relates to understanding concepts like relational data models and normalization, fitting the 'Understand' level.",2,Lower-Order Thinking,Computer Science & Engineering
Data and Applications [Half],CO-4: Map the conceptual model to a relational data model and create and populate its corresponding relational database,Apply,"The verbs 'map', 'create', and 'populate' indicate using knowledge to perform a practical task – building a database from a model, aligning with the 'Apply' level.",3,Higher-Order Thinking,Computer Science & Engineering
Data and Applications [Half],"CO-5: Map user queries into correct relational algebra, Structured Query Language (SQL), and tuple relational calculus expressions/statements",Apply,"The verb 'map' suggests applying knowledge of query languages to translate user queries, fitting the 'Apply' level.",3,Higher-Order Thinking,Computer Science & Engineering
Data and Applications [Half],"CO-6: Implement an application to access, query and update a relational database",Apply,"The verb 'implement' indicates using knowledge to build a functional application, aligning with the 'Apply' level.",3,Higher-Order Thinking,Computer Science & Engineering
Data Structures & Algorithms for Problem Solving,"CO-1: Understanding of fundamental and advanced Data Structures including linked-lists, trees, binary search trees, AVL trees, stacks, queues, heaps, hash-table, tries and suffix tree",Understand,The verb 'Understanding' directly indicates comprehension and recall of concepts related to data structures.,2,Lower-Order Thinking,Computer Science & Engineering
Data Structures & Algorithms for Problem Solving,CO-2: Ability to program data structures and use them in implementations of abstract data types,Apply,The verb 'program' and 'use' suggest applying knowledge of data structures to create implementations.,3,Higher-Order Thinking,Computer Science & Engineering
Data Structures & Algorithms for Problem Solving,CO-3: Ability to devise novel solutions to small scale programming challenges involving data structures and recursion,Create,"The verb 'devise' implies generating new solutions, which falls into the 'Create' level.",6,Higher-Order Thinking,Computer Science & Engineering
Data Structures & Algorithms for Problem Solving,"CO-4: Understand basic algorithms including recursion, searching, hashing, dynamic programming, and traversal",Understand,The verb 'Understand' indicates comprehension of algorithmic concepts.,2,Lower-Order Thinking,Computer Science & Engineering
Data Structures & Algorithms for Problem Solving,CO-5: Understanding of basic algorithmic complexity. Ability to perform simple inductive proofs and proofs by contradiction and reason about program correctness and invariants,Analyze,"The verbs 'perform proofs' and 'reason about' suggest breaking down concepts and evaluating their validity, aligning with the 'Analyze' level.",4,Higher-Order Thinking,Computer Science & Engineering
Data Structures & Algorithms for Problem Solving,CO-6: Given a real-world problem have ability to sensibly select appropriate data structures and algorithms for solving the problem and be able to implement the solution,Apply,The verbs 'select' and 'implement' indicate applying knowledge to solve a problem.,3,Higher-Order Thinking,Computer Science & Engineering
Deep Learning: Theory and Practices,"CO-1: Representation power of feedforward neural network, limitations of shallow networks, why and when can deep networks avoid curse of dimensionality",Understand,"The LO focuses on explaining concepts like 'representation power' and 'limitations', requiring the learner to demonstrate comprehension rather than simple recall or application.",2,Lower-Order Thinking,Other
Deep Learning: Theory and Practices,"CO-2: Perceptron, convergence proof. Feedforward neural network, back propagation, loss surfaces, learning rates, optimization for deep networks: gradient descent (GD), momentum-based GD, Nesterov accelerated GD, stochastic GD, AdaGrad, RMSProp, Adam",Remember,"The LO primarily lists concepts and techniques (Perceptron, GD, Adam) that the learner needs to recall and recognize.",1,Lower-Order Thinking,Other
Deep Learning: Theory and Practices,"CO-3: Bias variance tradeoff: overfitting and under-fitting. L2 regularization, early stopping, dataset augmentation, parameter sharing and tying, injecting noise at input, ensemble methods, dropout.",Understand,The LO requires understanding of concepts like 'bias variance tradeoff' and techniques for addressing 'overfitting' and 'under-fitting'.,2,Lower-Order Thinking,Other
Deep Learning: Theory and Practices,"CO-4: Auto-encoders and relation to PCA, regularization in auto-encoders, denoising auto-encoders, sparse auto-encoders, contractive auto-encoders, variational auto-encoders (VAES), Word2vec and its relationship to latent semantic indexing (LSI)",Understand,"The LO focuses on understanding relationships between different techniques (Auto-encoders and PCA, Word2vec and LSI) and concepts.",2,Lower-Order Thinking,Other
Deep Learning: Theory and Practices,"CO-5: Convolutional neural networks (CNNs), backpropagation in CNNs, LeNet, AlexNet, Inception, VGG, GoogLeNet, ResNet, Densenet",Remember,The LO primarily involves recalling and recognizing different CNN architectures and concepts related to backpropagation.,1,Lower-Order Thinking,Other
